"county","city","zip","street","price","br","lsqft","bsqft","year","date","long","lat"
"Alameda county","Oakland",94602,"2951 School Street",475000,2,3900,940,"1936","2005-11-27",-122.213856,37.79499
"Santa Clara county","Milpitas",95035,"1726 Butano Drive",575000,3,5663,1558,"1968","2003-12-28",-121.870129,37.420071
"Napa County","Napa",94558,"9 Margo Court",510000,3,5663,1106,"1954","2006-03-19",-122.298885,38.304764
"Alameda County","Fremont",94536,"36020 Wellington Place",835000,5,6835,2326,"1965","2005-08-21",-122.024367,37.562986
"Alameda County","Oakland",94610,"1381 Holman Road",53000,2,1548,1746,"1925","2003-05-18",-122.227129,37.807134
"Santa Clara County","Cambrian",95118,"1489 Ilikai Avenue",563500,4,6000,1958,"1972","2003-06-08",-121.893385,37.260219
"Alameda County","Fremont",94538,"4017 Penny Terrace #23",378000,3,120661,1453,"1988","2003-05-18",NA,NA
"Santa Clara County","Los Altos Hills",94022,"12362 Priscilla Lane",1940000,3,43560,1864,"1959","2004-07-04",-122.137605,37.37139
"Sonoma county","Petaluma",94954,"971 Hogwarts Circle",456500,NA,3263,NA,NA,"2004-08-29",-122.631276,38.245849
"Sonoma County","Cotati",94931,"24 Ryan Lane",405000,3,1742,1188,"1989","2004-09-12",-122.692779,38.331477
"Santa Clara County","Milpitas",95035,"2144 Shiloh Avenue",575000,3,5663,1080,"1971","2005-02-20",-121.865224,37.428719
"Santa Clara County","Cambrian",95124,"1875 Lakebird Drive",375000,2,1742,1212,"1984","2003-07-20",-121.929682,37.248204
"Contra Costa County","Walnut Creek",94598,"631 St. Ives Court",440000,2,2465,1232,"1976","2004-01-25",-122.040987,37.925028
"Santa Clara county","Morgan Hill",95037,"17480 Serene Drive",935000,5,9148,2921,"1990","2005-04-03",-121.641973,37.138465
"Sonoma County","Windsor",95492,"613 Chardonay Place",788500,NA,NA,NA,NA,"2005-11-06",-122.727627,38.352744
"Solano County","Vallejo",94589,"245 Haviture Way",509000,3,6482,1509,"1990","2006-05-14",-122.223457,38.1477
"San Francisco County","San Francisco",94107,"200 Townsend Street #29",479000,NA,NA,NA,NA,"2003-12-14",NA,NA
"Solano county","Vallejo",94590,"548 Sheridan Street",295000,3,5510,1561,"1956","2004-04-11",-122.240649,38.088924
"San Francisco County","San Francisco",94112,"327 Moscow Street",617000,NA,2500,1125,"1928","2004-11-07",-122.426779,37.722397
"Alameda County","Union City",94587,"32744 Regents Boulevard",690000,3,6100,1658,"1984","2005-06-05",-122.067413,37.577626
"Contra Costa County","Brentwood",94513,"2605 Presidio Drive",587000,NA,NA,NA,NA,"2004-12-05",-121.740158,37.936146
"Solano County","Vacaville",95687,"965 Youngsdale Drive",485000,4,6250,2229,"1999","2004-04-25",-121.953778,38.328309
"Santa Clara County","West San Jose",95128,"2404 Lindbergh Avenue",724000,3,5663,1389,"1962","2005-05-15",-121.935985,37.307432
"Contra Costa county","Pleasant Hill",94523,"438 Camelback Road",356000,2,NA,1464,"1981","2003-05-04",-122.072377,37.976838
"Alameda county","Newark",94560,"39931 Cedar Boulevard \#106",376500,2,NA,1071,"1985","2005-05-29",-121.993424,37.519228
"Alameda County","Hayward",94544,"819 Climbing Rose Court",281500,4,NA,1312,"1980","2003-05-18",-122.070006,37.630042
"Marin County","Novato",94947,"436 Bloom Lane",1436000,4,46600,2754,"1975","2005-06-05",-122.597,38.090334
"Solano County","Vallejo",94591,"180 Lain Drive",346000,3,6098,1097,"1951","2004-06-27",-122.215181,38.108504
"Contra Costa County","Antioch",94531,"5463 Summerfield Drive",426500,NA,NA,NA,NA,"2003-04-27",-121.802225,37.992421
"Sonoma County","Sonoma",95476,"20420 East 5th Street",1500000,2,94525,1878,"1910","2004-08-29",-122.458884,38.288771
"Sonoma County","Santa Rosa",95403,"2233 Wheaton Court",515000,4,6098,2095,"1993","2003-08-24",-122.756547,38.474725
"Santa Clara County","Berryessa",95132,"3352 Landess Avenue",307000,3,436,1130,"1970","2004-08-08",-121.86445,37.420688
"Contra Costa County","Pittsburg",94565,"2131 Apricot Court",285000,3,5600,992,"1981","2003-06-08",-121.917423,38.018317
"Solano County","Fairfield",94533,"989 Linden Avenue",527000,4,8000,2378,"1987","2005-05-29",-122.019268,38.28731
"Santa Clara county","Cambrian",95124,"2571 Tioga Way",620000,3,5227,1066,"1955","2005-06-19",-121.928915,37.255593
"San Francisco County","San Francisco",94118,"215 4th Avenue",1325000,3,3000,2000,"1906","2005-08-21",-122.462566,37.78449
"Santa Clara County","Los Gatos",95032,"16340 East La Chiquita Avenue",1e+06,7,10454,2656,"1951","2004-12-26",-121.958451,37.231184
"Santa Clara County","Willow Glen",95125,"575 Minor Avenue",660000,NA,5663,2582,"1948","2005-04-03",-121.893901,37.322046
"Santa Clara County","Gilroy",95020,"1640 Church Avenue",1080000,3,127631,1148,"1968","2006-04-30",-121.58008,37.012048
"Contra Costa County","Brentwood",94513,"605 Rainier Street",394500,NA,NA,NA,NA,"2004-05-23",-121.709536,37.935311
"Marin County","Mill Valley",94941,"50 Elaine Avenue",1465000,3,25080,2259,"1965","2005-09-25",-122.556265,37.9171
"Alameda County","Dublin",94568,"4721 Myrtle Drive",567000,3,3957,1336,"1997","2004-06-06",-121.881741,37.706597
"Santa Clara County","South San Jose",95111,"5245 Carryback Avenue",580000,3,6534,1810,"1964","2005-01-23",-121.803098,37.264733
"Marin County","San Rafael",94903,"554 Las Colindas Road",725000,3,7455,1564,"1956","2005-05-01",-122.553417,38.015496
"Santa Clara county","Cambrian",95124,"15194 Woodard Road",615000,2,8276,868,"1948","2005-03-13",-121.935634,37.260107
"Santa Clara County","Gilroy",95020,"7195 Yorktown Drive",470000,4,6970,2147,"1980","2006-01-22",-121.583119987656,36.9983527734198
"Solano County","Fairfield",94534,"631 Antiquity Drive",375000,4,6989,1550,"1995","2003-06-01",-122.150644,38.221326
"Santa Clara county","West San Jose",95117,"792 Pineview Drive",520000,3,8276,1649,"1953","2003-12-21",-121.95438,37.327204
"Solano County","Vacaville",95688,"120 Laurel Street",235000,3,5227,1040,"1948","2003-05-04",-121.989587,38.351031
"Alameda County","Oakland",94606,"2128 East 30th Street",514000,2,2925,1029,"1925","2005-11-20",-122.22734,37.796934
"Contra Costa County","Brentwood",94513,"837 Boone Drive",334000,NA,NA,NA,NA,"2004-06-13",-121.71036,37.964631
"Solano County","Vallejo",94591,"2411 Tennessee Street",275000,2,5662,1055,"1952","2003-11-02",-122.224002,38.109499
"Santa Clara County","Campbell",95008,"217 Chalet Place",485000,3,871,1500,"1995","2003-12-14",-121.977695,37.288911
"Sonoma County","Petaluma",94954,"140 Novak Drive",540000,3,6300,1056,"1956","2005-10-23",-122.626809,38.252624
"Santa Clara County","Campbell",95008,"1218 Lovell Avenue",616000,2,14375,1625,"1947","2004-08-29",-121.970407,37.272201
"Contra Costa County","Antioch",94509,"2836 Carmona Way",328000,5,6000,1628,"1969","2004-06-27",-121.833935,37.996651
"Contra Costa County","Walnut Creek",94598,"3312 Arbolado Drive",850000,5,12100,3138,"1973","2003-08-24",-122.006598,37.917862
"Alameda county","Oakland",94605,"6928 Arthur Street",308000,2,5800,962,"1926","2004-07-25",-122.182325,37.765182
"Alameda County","Fremont",94536,"35200 Aquado Court",465000,4,6989,1457,"1966","2003-08-17",-122.032361,37.567239
"Alameda County","Dublin",94568,"4955 Stonehaven Lane",785500,NA,NA,NA,NA,"2003-06-22",-121.925676,37.714179
"Alameda County","Livermore",94551,"4197 Emerson Drive",360000,4,15058,2176,"1995","2004-08-01",-121.746668,37.695562
"Santa Clara County","Blossom Hill",95123,"760 Terrazzo Drive",655000,3,6534,2156,"1972","2004-08-22",NA,NA
"Santa Clara County","Berryessa",95116,"158 Magellan Avenue",550000,3,5227,1100,"1949","2005-05-29",-121.856261,37.35685
"Santa Clara county","Campbell",95008,"85 Welker Court",736000,4,6098,1526,"1967","2005-07-10",-121.973435,37.287431
"Santa Clara County","Blossom Valley",95136,"5259 Fell Avenue",718000,4,5663,1572,"1970","2005-06-12",NA,NA
"San Francisco County","San Francisco",94112,"435 Justin Drive",430000,1,2252,875,"1927","2003-05-25",-122.424339,37.73218
"Contra Costa County","Brentwood",94513,"1121 Arlington Way",625000,4,4945,2222,"1996","2005-10-16",-121.717372,37.920148
"Santa Clara County","Evergreen",95138,"1641 Tiber Court",1400000,5,8276,4160,"1996","2003-09-07",-121.771005,37.271243
"Solano County","Fairfield",94534,"502 Walnut Drive",875000,4,28749,2558,"1976","2004-11-28",-122.163711,38.248605
"Contra Costa county","Antioch",94509,"2840 Cashew Street",355000,3,5425,1137,"1990","2004-10-03",-121.766299,38.000636
"San Francisco County","San Francisco",94127,"200 Woodside Avenue",870000,NA,3885,2015,"1924","2004-09-26",-122.455453,37.746315
"Alameda County","Dublin",94568,"7756 Tuscany Drive",565000,2,NA,1285,"1992","2006-01-29",-121.911622,37.727213
"Alameda County","Fremont",94538,"40425 Chapel Way #308",350000,2,108029,1327,NA,"2004-08-01",NA,NA
"Alameda County","Oakland",94609,"532 30th Street \#1",335000,NA,NA,NA,NA,"2005-08-14",-122.268471,37.819368
"Alameda County","Hayward",94545,"24559 Long Court",395000,3,NA,1402,"1984","2005-02-20",-122.112582,37.645025
"Contra Costa County","Pittsburg",94565,"1126 Jewett Avenue",410000,3,9490,1385,"1970","2005-12-04",-121.876508,37.994495
"Santa Clara County","Evergreen",95122,"1278 Adrian Way",5e+05,3,4792,1352,"1962","2004-10-17",-121.832195,37.343899
"San Mateo County","Hillsborough",94010,"25 La Salle Road",1753000,3,21780,2420,"1956","2004-04-25",-122.356575,37.551566
"Contra Costa County","Concord",94521,"1832 Camino Estrada",455000,3,5400,1657,"1975","2004-08-08",-121.9472,37.952759
"Santa Clara County","Greater Downtown-metro Area",95110,"1258 South Almaden Avenue",650000,NA,4792,4032,"1967","2005-05-01",NA,NA
"Alameda County","Dublin",94568,"3785 Dunmore Lane",568000,NA,NA,NA,NA,"2005-10-30",-121.925676,37.714179
"Solano county","Vallejo",94589,"355 Parkview Terrace \#L11",225000,2,929,918,"1973","2006-02-05",-122.242844,38.134627
"Alameda County","Oakland",94605,"6821 Arthur Street",388000,3,2805,1049,"1925","2005-07-24",-122.183216,37.766012
"San Mateo County","Redwood City",94065,"111 Livorno Way",661000,2,NA,1125,"1996","2006-01-22",-122.241199,37.544832
"Santa Clara county","Santa Teresa",95119,"6499 Applegate Court",465000,3,5663,1137,"1970","2004-04-11",-121.796164,37.227354
"Santa Clara County","Almaden",95120,"1327 Quail Creek Circle",745000,3,5663,1827,"1991","2004-08-22",NA,NA
"Solano County","Suisun City",94585,"328 Ridgecrest Circle",370000,4,3276,1763,"1991","2004-08-29",-122.022019,38.250171
"Contra Costa County","Danville",94506,"15 Casolyn Ranch Court",1100000,4,13547,3263,"1998","2004-04-04",-121.900691,37.793721
"San Mateo County","Menlo Park",94025,"1701 Stone Pine Lane",1115000,3,1917,2220,"1965","2005-01-23",-122.191581,37.460339
"Alameda County","Fremont",94539,"47478 Fernald Street",640000,3,8064,1234,"1961","2005-08-28",-121.92129,37.482216
"Santa Clara County","Berryessa",95132,"3184 Knights Bridge Road",560000,3,5663,1283,"1971","2004-12-19",-121.85876,37.408368
"Sonoma County","Santa Rosa",95405,"3160 Rocklin Drive",328000,3,6534,1196,"1952","2003-05-04",-122.677396,38.444543
"Contra Costa County","Danville",94526,"31 Volterra Court",925000,4,7230,2610,"1996","2004-07-18",-121.964946,37.828508
"Sonoma County","Healdsburg",95448,"1740 Palomino Court",420000,NA,NA,NA,NA,"2005-01-02",-122.866413,38.617593
"Alameda County","Livermore",94550,"1009 Murrieta Boulevard",257000,1,NA,669,"1969","2005-12-11",-121.779894,37.675721
"Santa Clara County","Santa Clara",95051,"1307 Karmen Court",552000,3,1742,1743,"1977","2004-12-26",-121.999502,37.34849
"Santa Clara County","Palo Alto",94306,"791 Cereza Drive",1060000,2,10890,1461,"1938","2005-04-03",-122.130905,37.409631
"Santa Clara County","Sunnyvale",94087,"1495 South Wolfe Road",650000,3,6098,1793,"1970","2004-10-17",-122.014317,37.345067
"Alameda County","San Lorenzo",94580,"258 Via Lucero",475000,4,4794,1580,"1955","2004-01-25",-122.122204,37.67833
"Alameda County","Oakland",94602,"3829 Forest Hill Avenue",641000,2,5183,1202,"1946","2004-08-15",-122.212575,37.803671
"Sonoma County","Santa Rosa",95405,"4813 Burlington Street",670500,3,7875,1542,"1971","2005-12-11",-122.654173,38.443554
"Sonoma County","Santa Rosa",95409,"437 Mission Boulevard",268000,2,NA,1034,"1989","2004-03-21",-122.674217,38.458741
"Santa Clara County","Berryessa",95116,"1537 Hermocilla Way",525000,4,2614,1786,"1999","2004-08-08",-121.850867,37.346843
"Alameda County","Hayward",94541,"3105 D Street",492000,3,5312,990,"1952","2004-10-31",-122.049697,37.678971
"Contra Costa County","San Ramon",94583,"2631 Durango Lane",672000,4,6750,1880,"1978","2004-09-05",-121.976884,37.767236
"Alameda County","Dublin",94568,"8449 Wicklow Lane",605000,4,7386,1476,"1962","2005-01-23",-121.935736,37.720445
"Contra Costa County","Concord",94520,"2276 Mountain View Drive",465000,3,5500,1139,"1942","2006-06-04",-122.038975,37.988304
"Santa Clara County","Sunnyvale",94087,"1059 Bryant Way",770000,3,6534,1619,"1968","2004-08-08",-122.003092,37.350621
"Alameda County","Hayward",94541,"23277 Vista Court",750000,4,NA,2166,"1987","2005-08-14",-122.051241,37.680187
"San Mateo County","Foster City",94404,"917 Constitution Drive",1025000,4,5795,2160,"1965","2005-05-01",-122.259406,37.557042
"Contra Costa County","Brentwood",94513,"970 Bighorn Terrace",470000,3,4650,1531,"1988","2006-01-01",-121.71362,37.933979
"San Mateo County","Burlingame",94010,"1715 Ralston Avenue",979000,3,5886,1880,"1927","2003-06-22",-122.352543,37.573264
"Santa Clara County","Willow Glen",95125,"1188 Kotenberg Avenue",738000,3,9625,1402,"1938","2003-04-27",-121.897299,37.308443
"Sonoma County","Cotati",94931,"8564 Loretto Avenue",351000,3,4792,1120,"1972","2003-12-21",-122.697643,38.324083
"Santa Clara County","Greater Downtown-metro Area",95110,"1550 Technology Drive \#1086",350000,NA,NA,NA,NA,"2005-11-06",NA,NA
"Alameda County","Fremont",94536,"38096 Canyon Heights Drive",895000,NA,872,NA,NA,"2004-01-11",-121.961747,37.582628
"Contra Costa County","Oakley",94561,"1226 Fetzer Lane",288000,3,6000,1120,"1998","2003-08-10",-121.705279,37.99945
"Contra Costa County","Antioch",94509,"2605 John Glenn Court",3e+05,3,6344,1365,"1966","2003-10-19",-121.852364,38.000294
"Contra Costa County","El Sobrante",94803,"5519 Amend Road",415000,3,7300,1580,"1972","2003-12-21",-122.272657,37.963984
"Contra Costa County","Danville",94526,"751 Pagosa Court",650000,2,4400,1413,"1976","2004-11-07",-121.985857,37.817435
"Santa Clara County","Berryessa",95132,"3086 Hostetter Road",515000,4,6098,1806,"1973","2004-03-21",-121.859733,37.404294
"San Mateo County","San Mateo",94402,"901 Bromfield Road",1480000,4,8990,3260,"1930","2003-08-10",-122.354291,37.563924
"Santa Clara County","West San Jose",95128,"2119 Sonador Commons",421500,NA,NA,NA,NA,"2003-08-17",-121.929724,37.301213
"Solano County","Vallejo",94591,"2540 Tennessee Street",283000,3,4791,1349,"1942","2003-08-24",-122.219678,38.109656
"San Mateo County","Redwood City",94061,"1095 Connecticut Drive",835000,3,7200,1190,"1952","2005-07-24",-122.242545,37.463219
"Santa Clara County","Greater Downtown-metro Area",95112,"668 North 1st Street",7e+05,NA,9583,NA,NA,"2005-01-23",NA,NA
"Contra Costa County","Antioch",94509,"2209 Hobart Court",286000,3,7875,1120,"1977","2003-07-06",-121.834963,37.985298
"Solano County","Fairfield",94534,"2917 Turnberry Court",265000,NA,8625,NA,NA,"2005-05-08",-122.065569,38.290984
"San Francisco County","San Francisco",94114,"526 Clipper Street",1300000,NA,1881,1904,"1890","2006-05-21",-122.43677,37.748876
"Napa County","American Canyon",94503,"50 Redhead Street",508500,NA,NA,NA,NA,"2004-05-16",-122.265171,38.179152
"Alameda county","Hayward",94544,"32764 Pulaski Drive",326000,2,5000,820,"1951","2003-05-18",-122.025641,37.60928
"Solano County","Vacaville",95688,"407 Tara Court",290000,3,7800,1120,"1988","2004-06-13",-121.972683,38.35381
"Sonoma County","Cloverdale",95425,"84 Brookside Drive",320000,3,6970,1008,"1956","2003-05-18",-123.01747,38.791844
"Santa Clara County","Los Gatos",95030,"15743 Kavin Lane",1300000,3,8712,1566,"1957","2005-07-03",-121.983335,37.239898
"Santa Clara County","Berryessa",95116,"184 North 25th Street",340000,2,5040,880,"1924","2003-09-07",-121.869448,37.349852
"Alameda County","Fremont",94555,"34252 Tempest Terrace",450000,3,4014,1755,"1986","2003-06-29",-122.051586,37.566688
"Sonoma County","Santa Rosa",95409,"4442 Yukon Drive",450000,6,9148,2080,"1962","2004-01-04",-122.675776,38.46737
"Contra Costa County","Brentwood",94513,"478 Desert Gold Terrace",495000,2,8276,1905,"1999","2005-01-02",-121.731426,37.916158
"Alameda county","Oakland",94601,"3090 Glascock Street \#209",487500,NA,NA,NA,NA,"2006-04-16",-122.230801,37.77059
"Sonoma County","Sonoma",95476,"809 El Dorado Drive",450000,3,6970,1248,"1956","2004-02-15",-122.495813,38.311385
"Solano County","Vallejo",94589,"165 Meadows Drive",369000,3,6098,1000,"1977","2005-06-12",-122.256964,38.147067
"Santa Clara County","Cambrian",95124,"3168 New Jersey Avenue",526000,3,6970,1361,"1956","2004-02-01",-121.925507,37.265566
"Sonoma County","Glen Ellen",95442,"826 Lorna Drive",385000,2,6534,780,"1965","2004-03-14",-122.511357,38.344645
"Santa Clara County","Palo Alto",94306,"4126 Wisteria Lane",950000,3,1742,1522,"1999","2005-02-06",-122.13273,37.419389
"Alameda County","Fremont",94539,"47112 Warm Springs Boulevard \#228",333000,1,NA,760,"1982","2005-11-06",-121.928077,37.487005
"Alameda County","Berkeley",94708,"571 Vistamont Avenue",835000,3,7502,1623,"1948","2005-04-24",-122.266166,37.903294
"Santa Clara County","Gilroy",95020,"8560 Hickory Way",701500,NA,6534,NA,NA,"2005-01-09",-121.58008,37.012048
"Marin County","Larkspur",94939,"11 Sunrise Lane",1120000,4,4662,2812,"1971","2005-01-02",-122.536572,37.923934
"Solano County","Vallejo",94590,"527 Daniels Avenue",405000,4,1566,1702,"3","2006-01-15",-122.266575,38.123088
"Contra Costa County","Brentwood",94513,"976 Finn Way",422500,NA,NA,NA,NA,"2004-04-25",-121.709536,37.935311
"Santa Clara County","North San Jose",95131,"1401 Foothill Meadows Court",423000,2,436,896,"1984","2005-07-17",-121.882495,37.382874
"San Mateo county","East Palo Alto",94303,"2081 Ralmar Avenue",499000,3,5040,1000,"1952","2004-10-03",-122.149829,37.464589
